# k1 k2 k3 mean_bk mean_bk_smooth
0.045 0.275 0.295 1.823694302128037816e+04 1.891257802711898330e+04
0.045 0.285 0.285 1.639147990363546342e+04 1.689928952264583495e+04
0.045 0.285 0.295 1.670149859405029565e+04 1.690678371445360244e+04
0.045 0.295 0.295 1.560302196329396247e+04 1.595211988162294801e+04
0.055 0.055 0.055 1.274198739215858513e+05 1.474361891683642461e+05
0.055 0.055 0.065 1.256867809921517037e+05 1.340048660228218650e+05
0.055 0.055 0.075 1.187305730248895270e+05 1.272201675314397726e+05
0.055 0.055 0.085 1.199354201979126228e+05 1.268668834382481000e+05
0.055 0.055 0.095 1.312022471398619236e+05 1.329999085643890430e+05
0.055 0.055 0.105 1.416423451678890851e+05 1.459299209809527965e+05
0.055 0.065 0.065 1.103352552861508302e+05 1.193083918254924793e+05
0.055 0.065 0.075 1.006556646575749037e+05 1.102635035935094347e+05
0.055 0.065 0.085 1.037406319799775956e+05 1.063171051328608592e+05
0.055 0.065 0.095 1.097820909444037097e+05 1.072153814611505513e+05
0.055 0.065 0.105 1.168268132827366644e+05 1.129452299853618460e+05
0.055 0.065 0.115 1.269578036675228213e+05 1.236853547980009898e+05
0.055 0.075 0.075 8.826237191751279170e+04 9.909230716714628215e+04
0.055 0.075 0.085 8.854704672964391648e+04 9.261710021421332203e+04
0.055 0.075 0.095 8.907221669400589599e+04 9.025318775894581631e+04
0.055 0.075 0.105 9.498603197074589843e+04 9.172939226339908782e+04
0.055 0.075 0.115 1.035380066901892278e+05 9.698713684471468150e+04
0.055 0.075 0.125 1.119306813857123780e+05 1.061216480229866138e+05
0.055 0.085 0.085 8.291283166417326720e+04 8.386793570337630808e+04
0.055 0.085 0.095 7.579875035981059773e+04 7.906107221728286822e+04
0.055 0.085 0.105 7.498935325731823104e+04 7.765828782464007963e+04
0.055 0.085 0.115 8.166414583929842047e+04 7.939966634415324370e+04
0.055 0.085 0.125 8.923559483463416109e+04 8.420521459995357145e+04
0.055 0.085 0.135 9.352402314601922990e+04 9.211990251791157061e+04
0.055 0.095 0.095 6.697855373094233801e+04 7.206431904881783703e+04
0.055 0.095 0.105 6.384219996778945642e+04 6.840590746199639398e+04
0.055 0.095 0.115 6.320056733458473173e+04 6.761849378613983572e+04
0.055 0.095 0.125 6.638900170805002563e+04 6.946647257458356034e+04
0.055 0.095 0.135 7.464109213231022295e+04 7.386298886822361965e+04
0.055 0.095 0.145 7.881186232244463463e+04 8.082315026248386130e+04
0.055 0.105 0.105 5.818445400588527991e+04 6.271423849910279387e+04
0.055 0.105 0.115 5.586957079346192768e+04 5.987656995997259219e+04
0.055 0.105 0.125 5.661816342946580698e+04 5.949666860393530078e+04
0.055 0.105 0.135 5.998600001884088852e+04 6.136662164966755518e+04
0.055 0.105 0.145 6.444221981085951120e+04 6.540038797973852343e+04
0.055 0.105 0.155 6.752168983966983797e+04 7.159548311589827063e+04
0.055 0.115 0.115 5.101294963366761658e+04 5.517694757291081623e+04
0.055 0.115 0.125 5.069444339221061819e+04 5.294171031499704986e+04
0.055 0.115 0.135 5.187868094451674551e+04 5.283761857922982745e+04
0.055 0.115 0.145 5.341667589345360466e+04 5.468340046945570793e+04
0.055 0.115 0.155 5.767963138868788519e+04 5.839753133488187450e+04
0.055 0.115 0.165 6.315032843647120171e+04 6.396733758789064450e+04
0.055 0.125 0.125 4.757174895013899368e+04 4.900887550854295841e+04
0.055 0.125 0.135 4.615840368772335933e+04 4.722506777308198798e+04
0.055 0.125 0.145 4.748784951006049960e+04 4.731016910663723684e+04
0.055 0.125 0.155 5.061740667616006976e+04 4.910682629553152219e+04
0.055 0.125 0.165 5.439026941885453562e+04 5.253958572540019668e+04
0.055 0.125 0.175 5.847778417032970174e+04 5.759008579528421251e+04
0.055 0.135 0.135 4.325993462575452577e+04 4.389358074847735406e+04
0.055 0.135 0.145 4.433125271333844285e+04 4.245381951003600989e+04
0.055 0.135 0.155 4.393480338373543782e+04 4.266956697033034288e+04
0.055 0.135 0.165 4.709522435440140544e+04 4.440426891476764285e+04
0.055 0.135 0.175 5.086082516652464983e+04 4.758897274092966836e+04
0.055 0.135 0.185 5.426709975467175536e+04 5.220238142149961641e+04
0.055 0.145 0.145 3.942224459097896033e+04 3.960010515347436740e+04
0.055 0.145 0.155 3.852316822180185409e+04 3.842633843847239041e+04
0.055 0.145 0.165 3.996111128316092800e+04 3.873233093306550290e+04
0.055 0.145 0.175 4.157717237798104907e+04 4.039934367909070716e+04
0.055 0.145 0.185 4.570452547008717374e+04 4.336478548417858110e+04
0.055 0.145 0.195 4.864600774623747566e+04 4.760610696037270827e+04
0.055 0.155 0.155 3.569390608200855786e+04 3.595671710977092880e+04
0.055 0.155 0.165 3.424354067165017477e+04 3.499118031295060064e+04
0.055 0.155 0.175 3.499658464995431132e+04 3.535909337678688462e+04
0.055 0.155 0.185 3.685046602380560216e+04 3.695687600050022593e+04
0.055 0.155 0.195 3.997211838841868303e+04 3.972788675320991752e+04
0.055 0.155 0.205 4.279277800337965891e+04 4.364934270507840120e+04
0.055 0.165 0.165 3.172427804995076440e+04 3.283368648861597467e+04
0.055 0.165 0.175 3.203741019465432328e+04 3.203296920625569328e+04
0.055 0.165 0.185 3.188842481065122774e+04 3.244270320360019468e+04
0.055 0.165 0.195 3.368725641660200199e+04 3.397217791197307088e+04
0.055 0.165 0.205 3.589971684017604275e+04 3.657017619358941738e+04
0.055 0.165 0.215 3.852939308014881681e+04 4.021428220819340640e+04
0.055 0.175 0.175 2.903725838193174059e+04 3.013164968197205235e+04
0.055 0.175 0.185 2.891266906755260788e+04 2.946269273242775671e+04
0.055 0.175 0.195 2.942330226461750135e+04 2.989985484834634553e+04
0.055 0.175 0.205 3.106597861797221049e+04 3.136335281824686899e+04
0.055 0.175 0.215 3.336306915746568848e+04 3.380683744616529293e+04
0.055 0.175 0.225 3.616888585847700597e+04 3.720859442076776759e+04
0.055 0.185 0.185 2.709117397744297341e+04 2.777356663209653561e+04
0.055 0.185 0.195 2.717312022593050642e+04 2.721089880787582661e+04
0.055 0.185 0.205 2.784008619383528276e+04 2.766511645452797893e+04
0.055 0.185 0.215 2.947772424770217549e+04 2.906572541681484654e+04
0.055 0.185 0.225 3.154683579526448739e+04 3.137069934127679517e+04
0.055 0.185 0.235 3.362971725551926647e+04 3.455918910671881167e+04
0.055 0.195 0.195 2.558661354796230444e+04 2.569905232920838898e+04
0.055 0.195 0.205 2.549675550779172045e+04 2.522284559554134830e+04
0.055 0.195 0.215 2.623301412903542587e+04 2.568661342573378715e+04
0.055 0.195 0.225 2.748975293010457972e+04 2.702777023336500497e+04
0.055 0.195 0.235 3.015436154485667430e+04 2.920809866488593252e+04
0.055 0.195 0.245 3.185323697850941971e+04 3.220766842859597818e+04
0.055 0.205 0.205 2.440333372592962769e+04 2.386031417035472623e+04
0.055 0.205 0.215 2.376051945370832618e+04 2.345499163237106040e+04
0.055 0.205 0.225 2.393636675683705107e+04 2.392286947472931934e+04
0.055 0.205 0.235 2.570424859694858606e+04 2.520810505621922130e+04
0.055 0.205 0.245 2.756896634478602573e+04 2.727581550248344502e+04
0.055 0.205 0.255 2.958033095682416752e+04 3.010697212606683752e+04
0.055 0.215 0.215 2.231256646950900540e+04 2.221919649150072655e+04
0.055 0.215 0.225 2.176812076375490869e+04 2.187242102960742704e+04
0.055 0.215 0.235 2.254082070952530194e+04 2.234046743721027087e+04
0.055 0.215 0.245 2.342712009711445353e+04 2.357324797993968605e+04
0.055 0.215 0.255 2.530047938781218909e+04 2.553878079264817643e+04
0.055 0.215 0.265 2.730912377019061751e+04 2.821887618299181486e+04
0.055 0.225 0.225 2.033350540241756607e+04 2.074500139191026392e+04
0.055 0.225 0.235 2.042652179664916912e+04 2.044693094577331431e+04
0.055 0.225 0.245 2.091174655069531946e+04 2.091229779598847381e+04
0.055 0.225 0.255 2.189117023626662194e+04 2.209592735766999249e+04
0.055 0.225 0.265 2.330350871015968733e+04 2.396834484347707985e+04
0.055 0.225 0.275 2.487638546209675405e+04 2.651210825923857192e+04
0.055 0.235 0.235 1.928439084816372633e+04 1.941286208729954888e+04
0.055 0.235 0.245 1.912998514829987835e+04 1.915559457007719902e+04
0.055 0.235 0.255 1.960071002033751574e+04 1.961623348643525242e+04
0.055 0.235 0.265 2.031504916725654039e+04 2.075379607883501740e+04
0.055 0.235 0.275 2.196226622848975603e+04 2.254095720082837943e+04
0.055 0.235 0.285 2.346536482897153110e+04 2.496091355402401314e+04
0.055 0.245 0.245 1.807335317044539988e+04 1.820251491671504118e+04
0.055 0.245 0.255 1.793384118078487518e+04 1.797966984059433526e+04
0.055 0.245 0.265 1.835854092206874338e+04 1.843411733748773986e+04
0.055 0.245 0.275 1.914787022660080765e+04 1.952844442873260050e+04
0.055 0.245 0.285 2.070777101025166849e+04 2.123715102620981634e+04
0.055 0.245 0.295 2.213839333657645693e+04 2.354395304538773780e+04
0.055 0.255 0.255 1.733382520171844590e+04 1.709736259070305823e+04
0.055 0.255 0.265 1.685997480505932981e+04 1.690376248545108683e+04
0.055 0.255 0.275 1.726876084984038607e+04 1.735098122172370495e+04
0.055 0.255 0.285 1.815342747143721135e+04 1.840463555800299218e+04
0.055 0.255 0.295 1.950556263543876048e+04 2.004075500193044718e+04
0.055 0.265 0.265 1.627405254760193566e+04 1.608375267309918854e+04
0.055 0.265 0.275 1.600891996927872970e+04 1.591517818493818231e+04
0.055 0.265 0.285 1.635802805268876546e+04 1.635443865398259550e+04
0.055 0.265 0.295 1.713725994238044950e+04 1.736970845847166493e+04
0.055 0.275 0.275 1.510060864487342224e+04 1.515041683445146009e+04
0.055 0.275 0.285 1.495601099927669202e+04 1.500341680197447567e+04
0.055 0.275 0.295 1.534643780657212665e+04 1.543420845673332224e+04
0.055 0.285 0.285 1.426280111529043643e+04 1.428803139918994202e+04
0.055 0.285 0.295 1.407660004645327354e+04 1.415977435450713347e+04
0.055 0.295 0.295 1.342184766970637247e+04 1.348887026082358352e+04
0.065 0.065 0.065 9.625837762257989380e+04 1.056896892714583810e+05
0.065 0.065 0.075 9.018699056575552095e+04 9.643704914734174963e+04
0.065 0.065 0.085 8.679182149472052697e+04 9.106499018197976693e+04
0.065 0.065 0.095 8.813630311887191783e+04 8.927190334131098643e+04
0.065 0.065 0.105 9.366735954519132792e+04 9.092667693315185898e+04
0.065 0.065 0.115 1.057661293544800137e+05 9.604029108046180045e+04
0.065 0.065 0.125 1.111018550772626768e+05 1.047395778002666339e+05
0.065 0.075 0.075 8.489187863605853636e+04 8.664541681478983082e+04
0.065 0.075 0.085 7.937715848265553359e+04 8.023962897804394015e+04
0.065 0.075 0.095 7.553842588372889441e+04 7.680141755890459171e+04
0.065 0.075 0.105 7.799491333001396561e+04 7.609105286704962782e+04
0.065 0.075 0.115 8.434040595168646541e+04 7.800494432202089229e+04
0.065 0.075 0.125 9.203420239346852759e+04 8.254421295130005456e+04
0.065 0.075 0.135 1.001027637693307479e+05 8.979213300241268007e+04
0.065 0.085 0.085 6.890314352736437286e+04 7.279718006016372237e+04
0.065 0.085 0.095 6.594873154316357977e+04 6.811338480708812131e+04
0.065 0.085 0.105 6.515386667002638569e+04 6.581633046614674095e+04
0.065 0.085 0.115 6.753110928105324274e+04 6.569892397630854975e+04
0.065 0.085 0.125 7.284299482434838137e+04 6.766827089978173899e+04
0.065 0.085 0.135 7.925864497697177285e+04 7.171443178650111076e+04
0.065 0.085 0.145 8.426018584673559235e+04 7.789025059340303415e+04
0.065 0.095 0.095 5.748663904458373872e+04 6.226956227615506214e+04
0.065 0.095 0.105 5.538055691149916674e+04 5.872256033534245216e+04
0.065 0.095 0.115 5.630710400185905746e+04 5.715105438422036241e+04
0.065 0.095 0.125 5.854887793378243805e+04 5.737561874140305736e+04
0.065 0.095 0.135 6.045576403064103943e+04 5.931187117696843052e+04
0.065 0.095 0.145 6.593333366845217824e+04 6.294261415996523283e+04
0.065 0.095 0.155 7.007012216559726221e+04 6.830040397745311202e+04
0.065 0.105 0.105 5.135123852525398979e+04 5.402856746002279397e+04
0.065 0.105 0.115 4.842558449527293124e+04 5.127444290310832002e+04
0.065 0.105 0.125 4.877754724697805796e+04 5.018807885490421177e+04
0.065 0.105 0.135 5.122336292981773295e+04 5.061514785471689538e+04
0.065 0.105 0.145 5.395715079996921122e+04 5.247969780059574987e+04
0.065 0.105 0.155 5.729741468037450977e+04 5.576067513126274571e+04
0.065 0.105 0.165 6.121832048695726553e+04 6.047726801137055008e+04
0.065 0.115 0.115 4.504058810246393841e+04 4.743599347506041522e+04
0.065 0.115 0.125 4.509394327737661661e+04 4.525581750796034612e+04
0.065 0.115 0.135 4.514892605416859442e+04 4.450553812588679284e+04
0.065 0.115 0.145 4.578755649620798067e+04 4.505301417423826933e+04
0.065 0.115 0.155 4.853232440836225578e+04 4.683049981221774942e+04
0.065 0.115 0.165 5.298414103642658301e+04 4.981538644911133451e+04
0.065 0.115 0.175 5.586494337059690588e+04 5.401806307341302454e+04
0.065 0.125 0.125 4.359786946275240916e+04 4.206924412117665634e+04
0.065 0.125 0.135 4.129663080092054588e+04 4.031593516899964015e+04
0.065 0.125 0.145 4.106646206941993296e+04 3.980457157470090169e+04
0.065 0.125 0.155 4.293011960801751411e+04 4.042211096647111845e+04
0.065 0.125 0.165 4.534357385256361158e+04 4.210846332252574211e+04
0.065 0.125 0.175 4.841654305980616482e+04 4.484087314611311012e+04
0.065 0.125 0.185 5.203169019031873904e+04 4.862393035172389500e+04
0.065 0.135 0.135 3.892859521558252891e+04 3.763529726425412082e+04
0.065 0.135 0.145 3.871312022102322953e+04 3.620619158614713524e+04
0.065 0.135 0.155 3.769701629285411764e+04 3.586799421523419005e+04
0.065 0.135 0.165 3.923519878041482298e+04 3.652383779994645738e+04
0.065 0.135 0.175 4.224182238818921178e+04 3.812055382813866163e+04
0.065 0.135 0.185 4.480572659053075768e+04 4.063604625585787289e+04
0.065 0.135 0.195 4.829026304898899252e+04 4.407108256744923710e+04
0.065 0.145 0.145 3.521887778898647230e+04 3.392427375602252869e+04
0.065 0.145 0.155 3.394131035744895053e+04 3.274562999338841109e+04
0.065 0.145 0.165 3.437838367597368779e+04 3.253481898032988101e+04
0.065 0.145 0.175 3.499747769808205339e+04 3.320855986529941583e+04
0.065 0.145 0.185 3.812095906178090809e+04 3.471981824924612010e+04
0.065 0.145 0.195 4.091961474736171658e+04 3.704758344934773777e+04
0.065 0.145 0.205 4.286659737362893065e+04 4.019010995757696946e+04
0.065 0.155 0.155 3.143865409794020525e+04 3.078211772178908723e+04
0.065 0.155 0.165 3.069026006069117648e+04 2.979976396272880811e+04
0.065 0.155 0.175 3.091551694268293795e+04 2.968373772093221123e+04
0.065 0.155 0.185 3.164465386532412958e+04 3.036213535217495155e+04
0.065 0.155 0.195 3.355557337286844268e+04 3.179329332765108848e+04
0.065 0.155 0.205 3.589872723445081647e+04 3.395747867918446718e+04
0.065 0.155 0.215 3.782900242873699608e+04 3.685130397201592859e+04
0.065 0.165 0.165 2.873896745947730597e+04 2.809351653311614791e+04
0.065 0.165 0.175 2.804969436701804443e+04 2.726691998834542756e+04
0.065 0.165 0.185 2.805094181708436008e+04 2.722203653340900928e+04
0.065 0.165 0.195 2.881093213895683220e+04 2.789648959838678638e+04
0.065 0.165 0.205 3.019275176532749174e+04 2.925328438985201865e+04
0.065 0.165 0.215 3.219604137990653544e+04 3.127401738918737828e+04
0.065 0.165 0.225 3.449645694444949186e+04 3.395423909321292012e+04
0.065 0.175 0.175 2.647156739680211831e+04 2.577074494563229018e+04
0.065 0.175 0.185 2.579221858676338525e+04 2.506910751939304464e+04
0.065 0.175 0.195 2.578153939139860813e+04 2.507796530980591706e+04
0.065 0.175 0.205 2.635032606051017501e+04 2.574293298912395767e+04
0.065 0.175 0.215 2.819726276178453918e+04 2.703105660092856851e+04
0.065 0.175 0.225 3.021858809905428279e+04 2.892523087528799078e+04
0.065 0.175 0.235 3.186005070125888960e+04 3.142032834752039344e+04
0.065 0.185 0.185 2.467672526696852947e+04 2.374613473028953013e+04
0.065 0.185 0.195 2.429103726840564923e+04 2.314574482959672241e+04
0.065 0.185 0.205 2.403737474555405788e+04 2.319537650839445632e+04
0.065 0.185 0.215 2.495378021279940731e+04 2.384736414945744764e+04
0.065 0.185 0.225 2.632008708847390517e+04 2.507224155713611253e+04
0.065 0.185 0.235 2.845658985648979797e+04 2.685412307280891036e+04
0.065 0.185 0.245 2.993014572841537665e+04 2.918745425721151696e+04
0.065 0.195 0.195 2.271764515042207495e+04 2.196685809649013390e+04
0.065 0.195 0.205 2.267598122040169619e+04 2.144925040299984539e+04
0.065 0.195 0.215 2.275521281777294280e+04 2.152989250908264512e+04
0.065 0.195 0.225 2.359092444192367475e+04 2.216678466127663341e+04
0.065 0.195 0.235 2.486083839285952126e+04 2.333346483790151615e+04
0.065 0.195 0.245 2.662566068826184710e+04 2.501516264327225144e+04
0.065 0.195 0.255 2.791300888955618575e+04 2.720605613616906703e+04
0.065 0.205 0.205 2.077501697513001272e+04 2.039123636673963483e+04
0.065 0.205 0.215 2.114098184899483022e+04 1.994188678286167851e+04
0.065 0.205 0.225 2.135703297934404691e+04 2.004612380490092619e+04
0.065 0.205 0.235 2.186697313015478358e+04 2.066673712499844260e+04
0.065 0.205 0.245 2.301290626294553294e+04 2.177984715337446323e+04
0.065 0.205 0.255 2.450864642743898730e+04 2.337168189987379446e+04
0.065 0.205 0.265 2.591025564622711317e+04 2.543624785805272040e+04
0.065 0.215 0.215 1.982568853894934728e+04 1.898608050000078583e+04
0.065 0.215 0.225 1.962750454557126795e+04 1.859346431839654906e+04
0.065 0.215 0.235 1.970320671312445484e+04 1.871562222205431317e+04
0.065 0.215 0.245 2.049232913616084261e+04 1.931940089998340409e+04
0.065 0.215 0.255 2.116173774724670147e+04 2.038313519042424741e+04
0.065 0.215 0.265 2.260076030501140121e+04 2.189393006657091973e+04
0.065 0.215 0.275 2.409497089621938358e+04 2.384567189067531945e+04
0.065 0.225 0.225 1.862076027508990228e+04 1.772474482584709403e+04
0.065 0.225 0.235 1.813008728258476185e+04 1.737964655648924963e+04
0.065 0.225 0.245 1.805211625854561498e+04 1.751535617583246494e+04
0.065 0.225 0.255 1.875412427988947456e+04 1.810216163191752639e+04
0.065 0.225 0.265 1.976257968661864652e+04 1.912029023796498586e+04
0.065 0.225 0.275 2.098302676714556583e+04 2.055760255533954478e+04
0.065 0.225 0.285 2.225942232836869516e+04 2.240788483180065668e+04
0.065 0.235 0.235 1.738752589175620960e+04 1.658568286135258677e+04
0.065 0.235 0.245 1.686134004851998907e+04 1.628068355575284659e+04
0.065 0.235 0.255 1.694232405127166203e+04 1.642656181873909372e+04
0.065 0.235 0.265 1.754675731087946042e+04 1.699652584785114595e+04
0.065 0.235 0.275 1.835482355843883852e+04 1.797241262659147469e+04
0.065 0.235 0.285 1.968325494740545764e+04 1.934271961855964400e+04
0.065 0.235 0.295 2.070909283970295292e+04 2.110113063921650973e+04
0.065 0.245 0.245 1.610629979905795699e+04 1.555136227928980952e+04
0.065 0.245 0.255 1.593781891601710777e+04 1.528045402497194664e+04
0.065 0.245 0.265 1.612983629006290175e+04 1.543386826850481339e+04
0.065 0.245 0.275 1.660574290949226634e+04 1.598728952597446550e+04
0.065 0.245 0.285 1.718785512825407204e+04 1.692391477921070691e+04
0.065 0.245 0.295 1.856729501851002351e+04 1.823276376424926639e+04
0.065 0.255 0.255 1.535821039912043307e+04 1.460744046330519086e+04
0.065 0.255 0.265 1.512545594528093170e+04 1.436573327504029476e+04
0.065 0.255 0.275 1.504980839032047697e+04 1.452462500711154462e+04
0.065 0.255 0.285 1.561936174093891168e+04 1.506189548392105462e+04
0.065 0.255 0.295 1.643458009247105656e+04 1.596187999242597289e+04
0.065 0.265 0.265 1.434720351547512291e+04 1.374213157348101777e+04
0.065 0.265 0.275 1.401091065221418830e+04 1.352562826936234705e+04
0.065 0.265 0.285 1.418874216766349309e+04 1.368838002037449951e+04
0.065 0.265 0.295 1.458220721996355860e+04 1.420993249853207999e+04
0.065 0.275 0.275 1.367466310241228348e+04 1.294571600947203297e+04
0.065 0.275 0.285 1.328688793342945428e+04 1.275113768857676041e+04
0.065 0.275 0.295 1.340633895543402832e+04 1.291647146483152392e+04
0.065 0.285 0.285 1.267733274714915751e+04 1.221015689585610562e+04
0.065 0.285 0.295 1.256209870055338979e+04 1.203480647920710180e+04
0.065 0.295 0.295 1.183621224355288541e+04 1.152879780577924248e+04
0.075 0.075 0.075 7.764782680300631910e+04 7.746106049473019084e+04
0.075 0.075 0.085 6.927464889303743257e+04 7.102286036617352511e+04
0.075 0.075 0.095 6.616876782073247887e+04 6.695659081253007753e+04
0.075 0.075 0.105 6.540432940583788150e+04 6.501806586413898185e+04
0.075 0.075 0.115 6.889685189226137300e+04 6.506864049434698973e+04
0.075 0.075 0.125 7.528415214493272651e+04 6.705275972481069039e+04
0.075 0.075 0.135 8.267541077179741114e+04 7.098032411898863211e+04
0.075 0.075 0.145 8.837712159644965141e+04 7.691353471380111296e+04
0.075 0.085 0.085 6.084751406891382067e+04 6.434456223770610086e+04
0.075 0.085 0.095 5.753775239992394927e+04 5.977301938224406331e+04
0.075 0.085 0.105 5.648824835568494018e+04 5.702069356545109622e+04
0.075 0.085 0.115 5.861848025369006064e+04 5.590725448224011052e+04
0.075 0.085 0.125 6.119311847106448113e+04 5.633241420911906607e+04
0.075 0.085 0.135 6.356722456847243302e+04 5.825653004457881616e+04
0.075 0.085 0.145 6.977704867371838191e+04 6.168685346527094953e+04
0.075 0.085 0.155 7.380549548976657388e+04 6.666775638765633630e+04
0.075 0.095 0.095 5.124806338039039838e+04 5.466464310256878525e+04
0.075 0.095 0.105 4.848311228960096196e+04 5.125794633645754220e+04
0.075 0.095 0.115 4.857549805432109133e+04 4.931543959399980668e+04
0.075 0.095 0.125 4.923019043733330182e+04 4.869164381103576306e+04
0.075 0.095 0.135 5.066530598927437677e+04 4.930604802470335562e+04
0.075 0.095 0.145 5.466565266534745024e+04 5.112571738502294465e+04
0.075 0.095 0.155 5.758054277145731612e+04 5.415372087345634645e+04
0.075 0.095 0.165 6.209207408582496282e+04 5.842122185664661083e+04
0.075 0.105 0.105 4.199934339984508551e+04 4.722288100767999276e+04
0.075 0.105 0.115 4.205090173818584299e+04 4.459941534501343267e+04
0.075 0.105 0.125 4.223272376903502300e+04 4.318937474369028496e+04
0.075 0.105 0.135 4.302304478625563206e+04 4.287198552351186663e+04
0.075 0.105 0.145 4.484398279317641573e+04 4.357985441839339910e+04
0.075 0.105 0.155 4.681392074388334731e+04 4.528397771411262511e+04
0.075 0.105 0.165 5.051523441403385368e+04 4.798399916990659403e+04
0.075 0.105 0.175 5.360765204090159386e+04 5.170166772432648577e+04
0.075 0.115 0.115 3.985781310446998395e+04 4.133811291502064705e+04
0.075 0.115 0.125 3.993027047248191957e+04 3.926841042670566821e+04
0.075 0.115 0.135 3.809962180435287155e+04 3.822499644362134131e+04
0.075 0.115 0.145 3.965047698717120511e+04 3.810657554941997660e+04
0.075 0.115 0.155 4.153244068055371463e+04 3.885576574644322682e+04
0.075 0.115 0.165 4.308492757761086250e+04 4.044656915385343018e+04
0.075 0.115 0.175 4.546151696036759677e+04 4.287625466628783033e+04
0.075 0.115 0.185 4.866921843266730866e+04 4.615992513223734568e+04
0.075 0.125 0.125 3.663471356368487614e+04 3.658466628967584256e+04
0.075 0.125 0.135 3.655470522041677032e+04 3.492063321550192632e+04
0.075 0.125 0.145 3.536533641593100037e+04 3.413837063054730970e+04
0.075 0.125 0.155 3.658491220347925264e+04 3.415245080086672533e+04
0.075 0.125 0.165 3.788054796522980905e+04 3.491361028606617765e+04
0.075 0.125 0.175 4.033015736863078200e+04 3.639845569693716243e+04
0.075 0.125 0.185 4.298356889883911208e+04 3.860274941207507800e+04
0.075 0.125 0.195 4.487989434375643032e+04 4.153689524282800267e+04
0.075 0.135 0.135 3.509853557166027167e+04 3.267885112060926258e+04
0.075 0.135 0.145 3.281383860371480114e+04 3.131996138381332275e+04
0.075 0.135 0.155 3.261683948039025199e+04 3.072858005005374071e+04
0.075 0.135 0.165 3.338761364012184640e+04 3.083232021383468964e+04
0.075 0.135 0.175 3.458468662373393454e+04 3.158865909690889021e+04
0.075 0.135 0.185 3.641035284103352751e+04 3.297654462487480487e+04
0.075 0.135 0.195 3.948824817402137705e+04 3.499085863020817487e+04
0.075 0.135 0.205 4.236418687789377145e+04 3.763866136658518371e+04
0.075 0.145 0.145 3.076838464855991333e+04 2.942292343321914814e+04
0.075 0.145 0.155 3.004700975680273405e+04 2.829835568019739731e+04
0.075 0.145 0.165 3.010366310691395847e+04 2.784934194232200389e+04
0.075 0.145 0.175 3.011419026520477200e+04 2.801424361798913742e+04
0.075 0.145 0.185 3.122356813889705882e+04 2.875618654084859372e+04
0.075 0.145 0.195 3.336782978345693846e+04 3.005622974900354529e+04
0.075 0.145 0.205 3.555898901225352893e+04 3.190879863743291571e+04
0.075 0.145 0.215 3.759663650166300067e+04 3.431855334746136214e+04
0.075 0.155 0.155 2.682795491057707841e+04 2.667446488190537639e+04
0.075 0.155 0.165 2.688932605648872413e+04 2.573288876108303521e+04
0.075 0.155 0.175 2.657386934024949733e+04 2.539179939466696669e+04
0.075 0.155 0.185 2.689496493735791591e+04 2.559843638866386391e+04
0.075 0.155 0.195 2.795277484932069274e+04 2.632067918277608624e+04
0.075 0.155 0.205 2.963052825935258079e+04 2.754147780986444923e+04
0.075 0.155 0.215 3.177346782752485160e+04 2.925507688728458379e+04
0.075 0.155 0.225 3.331930617053917376e+04 3.146439526825374560e+04
0.075 0.165 0.165 2.488800810557612567e+04 2.432831055557685977e+04
0.075 0.165 0.175 2.397075572787338388e+04 2.353167859954938467e+04
0.075 0.165 0.185 2.439156945145841746e+04 2.327350514388396550e+04
0.075 0.165 0.195 2.501890491903248767e+04 2.350838331471795755e+04
0.075 0.165 0.205 2.523477745674549078e+04 2.420820343163823782e+04
0.075 0.165 0.215 2.684811088912733248e+04 2.535759548778766839e+04
0.075 0.165 0.225 2.886678288881437766e+04 2.695079502033026438e+04
0.075 0.165 0.235 3.012178803205071381e+04 2.898944134535110425e+04
0.075 0.175 0.175 2.335958926805014562e+04 2.230524681239083293e+04
0.075 0.175 0.185 2.266698470701594488e+04 2.162483737864268915e+04
0.075 0.175 0.195 2.249330298774121911e+04 2.143108560948169179e+04
0.075 0.175 0.205 2.285931284871161552e+04 2.168469537750906238e+04
0.075 0.175 0.215 2.346305836010583516e+04 2.236094818933520946e+04
0.075 0.175 0.225 2.476936025823887394e+04 2.344595505770292220e+04
0.075 0.175 0.235 2.632533915962318133e+04 2.493404290754766771e+04
0.075 0.175 0.245 2.750001249213144183e+04 2.682589583555199715e+04
0.075 0.185 0.185 2.190103868869167854e+04 2.054462545257079182e+04
0.075 0.185 0.195 2.095350426285136564e+04 1.995842420524905538e+04
0.075 0.185 0.205 2.111086094742794376e+04 1.981520728622149545e+04
0.075 0.185 0.215 2.137450102263620283e+04 2.008077480781796839e+04
0.075 0.185 0.225 2.214846976447085035e+04 2.073328050579852788e+04
0.075 0.185 0.235 2.347431386962782926e+04 2.176013191003450265e+04
0.075 0.185 0.245 2.472864762496783806e+04 2.315579951384313972e+04
0.075 0.185 0.255 2.611893542227849321e+04 2.492023977698765157e+04
0.075 0.195 0.195 2.029698446696544852e+04 1.899936978489035027e+04
0.075 0.195 0.205 1.946717432756616108e+04 1.849028393195713943e+04
0.075 0.195 0.215 1.948830897766063936e+04 1.838703999190565810e+04
0.075 0.195 0.225 1.998731161393637740e+04 1.865970348108208418e+04
0.075 0.195 0.235 2.072459687384813151e+04 1.928886408394224782e+04
0.075 0.195 0.245 2.203681297679459385e+04 2.026305672233769292e+04
