# k1 k2 k3 mean_bk mean_bk_smooth
0.045 0.275 0.295 1.880764275649380863e+02 1.878904155039481623e+02
0.045 0.285 0.285 1.865857417725558491e+02 1.829180823443873578e+02
0.045 0.285 0.295 1.855659348876525030e+02 1.804206304698872998e+02
0.045 0.295 0.295 1.792276016550679287e+02 1.755428401373841325e+02
0.055 0.055 0.055 9.409001055342714608e+02 8.534562012025166950e+02
0.055 0.055 0.065 8.058509347861128163e+02 7.870719406840674992e+02
0.055 0.055 0.075 7.828751336886765557e+02 7.388135574043304814e+02
0.055 0.055 0.085 7.535461131484536281e+02 7.065366711414684460e+02
0.055 0.055 0.095 7.706881071779406511e+02 6.888458669627133304e+02
0.055 0.055 0.105 7.510108153877715722e+02 6.850693925944369767e+02
0.055 0.065 0.065 7.566930043340896646e+02 7.218005036270869823e+02
0.055 0.065 0.075 6.608360624784337460e+02 6.728307899011773543e+02
0.055 0.065 0.085 6.580899541373537431e+02 6.376686746518219024e+02
0.055 0.065 0.095 6.734034037598473788e+02 6.145739675807325284e+02
0.055 0.065 0.105 6.649347633963327553e+02 6.024835046590455931e+02
0.055 0.065 0.115 6.583236285411079507e+02 6.008841939976429103e+02
0.055 0.075 0.075 6.048161757227039743e+02 6.228341611215491866e+02
0.055 0.075 0.085 6.292013988356920891e+02 5.857352135051845607e+02
0.055 0.075 0.095 5.911610546484537281e+02 5.594232231312836348e+02
0.055 0.075 0.105 5.795808245509351764e+02 5.425310061699281050e+02
0.055 0.075 0.115 5.876188668731301732e+02 5.342487616740507974e+02
0.055 0.075 0.125 6.106263107310522855e+02 5.341868728486862210e+02
0.055 0.085 0.085 5.814375344323168520e+02 5.467046705449846513e+02
0.055 0.085 0.095 5.151022184032873383e+02 5.179737246520892313e+02
0.055 0.085 0.105 5.192318632484123100e+02 4.978581472223211222e+02
0.055 0.085 0.115 5.310946843672805926e+02 4.852986040605729841e+02
0.055 0.085 0.125 5.314105238727223650e+02 4.796775100199531039e+02
0.055 0.085 0.135 5.439524283450755320e+02 4.806999559230116574e+02
0.055 0.095 0.095 4.937514075685960506e+02 4.869407561326751761e+02
0.055 0.095 0.105 4.746737786299134996e+02 4.642523378148252391e+02
0.055 0.095 0.115 4.527606132656654268e+02 4.485901011626167474e+02
0.055 0.095 0.125 4.473780385167363534e+02 4.391344064823792905e+02
0.055 0.095 0.135 4.640241986162853323e+02 4.354118759814016926e+02
0.055 0.095 0.145 4.648683740168164036e+02 4.371992444650907146e+02
0.055 0.105 0.105 4.357484214991642375e+02 4.391419533308700807e+02
0.055 0.105 0.115 4.171516291131894150e+02 4.209049554618837874e+02
0.055 0.105 0.125 4.162208402409588643e+02 4.085119612705981922e+02
0.055 0.105 0.135 4.147304078776562051e+02 4.013256406613597846e+02
0.055 0.105 0.145 4.126821734855374189e+02 3.989805048891643651e+02
0.055 0.105 0.155 4.199821654678915479e+02 4.013072268908770752e+02
0.055 0.115 0.115 4.149259455657671651e+02 4.002468878950065232e+02
0.055 0.115 0.125 3.860140886492209233e+02 3.853469491860721519e+02
0.055 0.115 0.135 3.879018214221129028e+02 3.753975097665079943e+02
0.055 0.115 0.145 3.823648461352175332e+02 3.698990869858431552e+02
0.055 0.115 0.155 3.810284380828095436e+02 3.685672040053764817e+02
0.055 0.115 0.165 3.942366562803345005e+02 3.712732052686657198e+02
0.055 0.125 0.125 3.749422365921716391e+02 3.680842045659096584e+02
0.055 0.125 0.135 3.619378865539273988e+02 3.557250233626834870e+02
0.055 0.125 0.145 3.682058583919432522e+02 3.476306744861805100e+02
0.055 0.125 0.155 3.600049567627183364e+02 3.434061958567386910e+02
0.055 0.125 0.165 3.634399238189065500e+02 3.428283863650517560e+02
0.055 0.125 0.175 3.678738894798931369e+02 3.457994145557160550e+02
0.055 0.135 0.135 3.567984485033701390e+02 3.410863822397529361e+02
0.055 0.135 0.145 3.521040296988434193e+02 3.306886522542094440e+02
0.055 0.135 0.155 3.446506240011843829e+02 3.240220309168924473e+02
0.055 0.135 0.165 3.457813797680527159e+02 3.207713679417082062e+02
0.055 0.135 0.175 3.510100274576785182e+02 3.207602310823966150e+02
0.055 0.135 0.185 3.453204059093768024e+02 3.239143061183610826e+02
0.055 0.145 0.145 3.307539050842840425e+02 3.181032062774396536e+02
0.055 0.145 0.155 3.214619936602467760e+02 3.092386356663321294e+02
0.055 0.145 0.165 3.256188713264920125e+02 3.036842228965177242e+02
0.055 0.145 0.175 3.181867877188931857e+02 3.011863116743516571e+02
0.055 0.145 0.185 3.196856431571570170e+02 3.016045109678124732e+02
0.055 0.145 0.195 3.214026826711986473e+02 3.048825749347135456e+02
0.055 0.155 0.155 3.067162918735888866e+02 2.982779196377271091e+02
0.055 0.155 0.165 2.913752282524471298e+02 2.906252347107352421e+02
0.055 0.155 0.175 2.944264244060398710e+02 2.859466843448279292e+02
0.055 0.155 0.185 2.950172642053440768e+02 2.840364513682264942e+02
0.055 0.155 0.195 2.971955615237953907e+02 2.847821822859588110e+02
0.055 0.155 0.205 2.963513010101671057e+02 2.881416029883454826e+02
0.055 0.165 0.165 2.976140513040967335e+02 2.809635546245982596e+02
0.055 0.165 0.175 2.856941195499508694e+02 2.742785971755531023e+02
0.055 0.165 0.185 2.762200307711913183e+02 2.702965937635166824e+02
0.055 0.165 0.195 2.769051336591638801e+02 2.688493010832882533e+02
0.055 0.165 0.205 2.701020388863946096e+02 2.698463690509857997e+02
0.055 0.165 0.215 2.748471597198875429e+02 2.732563838834024068e+02
0.055 0.175 0.175 2.632577088017383744e+02 2.656654627448992301e+02
0.055 0.175 0.185 2.617923831798106562e+02 2.597605047533207312e+02
0.055 0.175 0.195 2.613400577674026408e+02 2.563374656886575167e+02
0.055 0.175 0.205 2.620564507648857671e+02 2.552578816559282870e+02
0.055 0.175 0.215 2.611020868218827218e+02 2.564488049532656646e+02
0.055 0.175 0.225 2.633400896160349021e+02 2.598872918185457479e+02
0.055 0.185 0.185 2.544548190369324630e+02 2.520012067299103364e+02
0.055 0.185 0.195 2.517428162223266668e+02 2.467304048585172893e+02
0.055 0.185 0.205 2.498016628851976293e+02 2.437597253156742170e+02
0.055 0.185 0.215 2.533023923734234586e+02 2.429745012852030470e+02
0.055 0.185 0.225 2.508388632172394637e+02 2.443156375394804911e+02
0.055 0.185 0.235 2.535521803878527578e+02 2.477668011438994995e+02
0.055 0.195 0.195 2.556760483774206705e+02 2.396721429264179335e+02
0.055 0.195 0.205 2.447810617470968566e+02 2.349211532555890187e+02
0.055 0.195 0.215 2.412451017867299470e+02 2.323195236238173038e+02
0.055 0.195 0.225 2.416238767938877174e+02 2.317717415091931628e+02
0.055 0.195 0.235 2.430246332728833067e+02 2.332297919977580420e+02
0.055 0.195 0.245 2.430389255372465129e+02 2.366824877813604928e+02
0.055 0.205 0.205 2.386627071185128557e+02 2.284429967821685921e+02
0.055 0.205 0.215 2.326355723913903546e+02 2.241214538750567726e+02
0.055 0.205 0.225 2.319471203297937905e+02 2.218232911725709755e+02
0.055 0.205 0.235 2.283935433293895017e+02 2.214685065091016156e+02
0.055 0.205 0.245 2.286868927708995045e+02 2.230179738050463527e+02
0.055 0.205 0.255 2.282123847051135499e+02 2.264644806374696770e+02
0.055 0.215 0.215 2.215473308946198188e+02 2.181269844373602496e+02
0.055 0.215 0.225 2.202660385620057752e+02 2.141629822444658942e+02
0.055 0.215 0.235 2.176153923769761320e+02 2.121163390806721623e+02
0.055 0.215 0.245 2.164179461867156249e+02 2.119196706938726606e+02
0.055 0.215 0.255 2.156314134697286136e+02 2.135409857924728954e+02
0.055 0.215 0.265 2.156955800332421802e+02 2.169760977952791734e+02
0.055 0.225 0.225 2.125207905234170482e+02 2.085748367984014067e+02
0.055 0.225 0.235 2.090061418182478121e+02 2.049108283714099912e+02
0.055 0.225 0.245 2.083774940416508912e+02 2.030743497201640366e+02
0.055 0.225 0.255 2.057682884698526209e+02 2.030083125075850035e+02
0.055 0.225 0.265 2.041907764024590506e+02 2.046864385587010133e+02
0.055 0.225 0.275 2.067497923991622599e+02 2.081067861812072408e+02
0.055 0.235 0.235 2.081158338417657774e+02 1.996666062255242196e+02
0.055 0.235 0.245 2.030718505458912375e+02 1.962563223076138570e+02
0.055 0.235 0.255 1.998664300137571956e+02 1.945969553893851867e+02
0.055 0.235 0.265 1.966387071979691257e+02 1.946398278132720350e+02
0.055 0.235 0.275 1.985888047731478707e+02 1.963632074723417134e+02
0.055 0.235 0.285 1.960717643836879915e+02 1.997667448849071263e+02
0.055 0.245 0.245 1.936178963115771694e+02 1.913054823333719412e+02
0.055 0.245 0.255 1.951592535658988368e+02 1.881115906847349777e+02
0.055 0.245 0.265 1.902886186011137113e+02 1.866028429386858534e+02
0.055 0.245 0.275 1.908908209080756535e+02 1.867374240566134063e+02
0.055 0.245 0.285 1.908689841157468550e+02 1.884971775073563833e+02
0.055 0.245 0.295 1.901131748542611888e+02 1.918827918004586763e+02
0.055 0.255 0.255 1.918933960354185899e+02 1.834130756541153175e+02
0.055 0.255 0.265 1.851649410854030293e+02 1.804053851529536701e+02
0.055 0.255 0.275 1.832857229814752884e+02 1.790259857589044543e+02
0.055 0.255 0.285 1.851145534513993596e+02 1.792386393162543357e+02
0.055 0.255 0.295 1.826917754818745152e+02 1.810279471819752075e+02
0.055 0.265 0.265 1.816693850907100227e+02 1.759257857329601791e+02
0.055 0.265 0.275 1.778709405867269311e+02 1.730798555024870495e+02
0.055 0.265 0.285 1.776171708079829727e+02 1.718127172810857246e+02
0.055 0.265 0.295 1.742815987958321671e+02 1.720926296351828171e+02
0.055 0.275 0.275 1.757236034556170807e+02 1.687919788457753327e+02
0.055 0.275 0.285 1.726872070084686754e+02 1.660880315997733021e+02
0.055 0.275 0.295 1.692342503984661732e+02 1.649194387933981147e+02
0.055 0.285 0.285 1.640459068369114561e+02 1.619697762011310544e+02
0.055 0.285 0.295 1.654513304899172397e+02 1.593918423076522970e+02
0.055 0.295 0.295 1.597904273977519267e+02 1.554253068215620885e+02
0.065 0.065 0.065 6.726646482825001385e+02 6.605388216846197338e+02
0.065 0.065 0.075 6.706029103176991839e+02 6.134308378660437029e+02
0.065 0.065 0.085 6.052270082753611860e+02 5.781283362567696713e+02
0.065 0.065 0.095 5.935348112213276863e+02 5.528735516698188803e+02
0.065 0.065 0.105 5.869315789749821306e+02 5.364753082772735979e+02
0.065 0.065 0.115 5.985139563832969998e+02 5.282100044555609202e+02
0.065 0.065 0.125 5.807976826833612449e+02 5.277242876952442430e+02
0.065 0.075 0.075 5.991473739488172896e+02 5.673187754296836829e+02
0.065 0.075 0.085 5.870613571538962105e+02 5.320092191471696879e+02
0.065 0.075 0.095 5.292237192152405214e+02 5.056434278976072392e+02
0.065 0.075 0.105 5.271475293059628484e+02 4.869190847019049215e+02
0.065 0.075 0.115 5.276018387065319075e+02 4.749773695782464529e+02
0.065 0.075 0.125 5.417162908686409537e+02 4.693023900734767722e+02
0.065 0.075 0.135 5.473898102443755533e+02 4.696428575913855639e+02
0.065 0.085 0.085 5.221544153692730106e+02 4.963913183021907685e+02
0.065 0.085 0.095 4.895823165977647022e+02 4.691969378627099445e+02
0.065 0.085 0.105 4.774314511937372458e+02 4.489807031805745510e+02
0.065 0.085 0.115 4.679100281060444786e+02 4.347637200610175228e+02
0.065 0.085 0.125 4.743381815874346898e+02 4.259117400395361415e+02
0.065 0.085 0.135 4.803970381002405361e+02 4.220480156995288894e+02
0.065 0.085 0.145 4.767562929309431183e+02 4.229914063338819687e+02
0.065 0.095 0.095 4.393167588152438157e+02 4.410909368194045328e+02
0.065 0.095 0.105 4.271831818129805356e+02 4.196763880868900287e+02
0.065 0.095 0.115 4.225604870165098532e+02 4.038383669819297666e+02
0.065 0.095 0.125 4.222539426841178170e+02 3.928341214900132741e+02
0.065 0.095 0.135 4.170338298442124483e+02 3.861877812943792492e+02
0.065 0.095 0.145 4.187495533817419187e+02 3.836198705301236487e+02
0.065 0.095 0.155 4.187446406360252809e+02 3.849990429902767346e+02
0.065 0.105 0.105 4.264934120642946027e+02 3.970713013250222616e+02
0.065 0.105 0.115 3.905860992827542191e+02 3.798791044545035902e+02
0.065 0.105 0.125 3.838609663860165711e+02 3.672389574057931441e+02
0.065 0.105 0.135 3.897746664454896859e+02 3.585818178865688992e+02
0.065 0.105 0.145 3.830726582018598378e+02 3.535459962888557470e+02
0.065 0.105 0.155 3.752871200305617663e+02 3.519217222707560495e+02
0.065 0.105 0.165 3.755990746727122200e+02 3.536136459801647334e+02
0.065 0.115 0.115 3.640277723907261134e+02 3.613781490406638568e+02
0.065 0.115 0.125 3.639940013899184805e+02 3.473341447373235837e+02
0.065 0.115 0.135 3.575193274955961442e+02 3.370784202021852707e+02
0.065 0.115 0.145 3.471670260982023137e+02 3.301705575696312280e+02
0.065 0.115 0.155 3.517360228739468653e+02 3.263324925012179847e+02
0.065 0.115 0.165 3.480946387186811535e+02 3.254053074418546885e+02
0.065 0.115 0.175 3.527485074762946056e+02 3.273200148045627884e+02
0.065 0.125 0.125 3.560101722090020644e+02 3.319455113922512624e+02
0.065 0.125 0.135 3.453316033856985428e+02 3.202897051430306306e+02
0.065 0.125 0.145 3.297141149361120256e+02 3.118429109631227334e+02
0.065 0.125 0.155 3.315387471839864020e+02 3.062607534383447501e+02
0.065 0.125 0.165 3.287147765889170046e+02 3.033272591438975496e+02
0.065 0.125 0.175 3.277655305029210808e+02 3.029211604956559540e+02
0.065 0.125 0.185 3.307369494373157295e+02 3.049929817528658305e+02
0.065 0.135 0.135 3.261307717779375253e+02 3.072958439478541663e+02
0.065 0.135 0.145 3.275110158639170095e+02 2.974790827863691334e+02
0.065 0.135 0.155 3.116735528124787038e+02 2.904252029846575738e+02
0.065 0.135 0.165 3.147918984508359586e+02 2.858622494051249987e+02
0.065 0.135 0.175 3.115449780871974781e+02 2.836209396665680060e+02
0.065 0.135 0.185 3.147146935473891176e+02 2.836082425347252070e+02
0.065 0.135 0.195 3.203954761927474237e+02 2.857892528712292801e+02
0.065 0.145 0.145 3.118911810391613244e+02 2.863521427408746831e+02
0.065 0.145 0.155 2.980863432098061594e+02 2.779703943423220380e+02
0.065 0.145 0.165 2.944020137635871492e+02 2.720031453220556159e+02
0.065 0.145 0.175 2.869035954950816176e+02 2.682336238450734527e+02
0.065 0.145 0.185 2.871795012041458222e+02 2.665280786218952471e+02
0.065 0.145 0.195 2.887083489293108300e+02 2.668148981251931673e+02
0.065 0.145 0.205 2.898742619071067566e+02 2.690701372045821813e+02
0.065 0.155 0.155 2.820739745544304355e+02 2.683161828143380490e+02
0.065 0.155 0.165 2.771623837564351334e+02 2.610674568326187455e+02
0.065 0.155 0.175 2.724305078913095031e+02 2.559577576992769252e+02
0.065 0.155 0.185 2.706849284511920359e+02 2.528128091984300454e+02
0.065 0.155 0.195 2.668786095072281910e+02 2.515261992967741662e+02
0.065 0.155 0.205 2.723698720247919596e+02 2.520427291286695208e+02
0.065 0.155 0.215 2.685274981113086596e+02 2.543467419546535666e+02
0.065 0.165 0.165 2.656230764607369679e+02 2.525875556518589917e+02
0.065 0.165 0.175 2.574318224241088160e+02 2.462429696783497661e+02
0.065 0.165 0.185 2.514686727939334787e+02 2.418171157667550801e+02
0.065 0.165 0.195 2.548013953067507771e+02 2.391687799831131258e+02
0.065 0.165 0.205 2.503189817599989624e+02 2.382128001204324050e+02
0.065 0.165 0.215 2.464859116102663279e+02 2.389066618404701785e+02
0.065 0.165 0.225 2.486676045058635509e+02 2.412409952213064344e+02
0.065 0.175 0.175 2.451285468361832329e+02 2.387086677349788317e+02
0.065 0.175 0.185 2.442876324484821851e+02 2.330926030423040629e+02
0.065 0.175 0.195 2.421451856139972847e+02 2.292172952656374321e+02
0.065 0.175 0.205 2.369413899926183547e+02 2.269675032760517581e+02
0.065 0.175 0.215 2.380352116744963951e+02 2.262747315719956873e+02
0.065 0.175 0.225 2.412186905412113163e+02 2.271063376975787946e+02
0.065 0.175 0.235 2.376670762458113018e+02 2.294577198421512492e+02
0.065 0.185 0.185 2.380072217306619393e+02 2.263266643171124315e+02
0.065 0.185 0.195 2.323869404400189751e+02 2.213029015274155711e+02
0.065 0.185 0.205 2.306077353570711068e+02 2.178747777515636699e+02
0.065 0.185 0.215 2.281399949387372601e+02 2.159476375022757111e+02
0.065 0.185 0.225 2.252195597403280374e+02 2.154661602021058684e+02
0.065 0.185 0.235 2.285220887637054261e+02 2.164054257777479506e+02
0.065 0.185 0.245 2.266106300912105098e+02 2.187644331870018846e+02
0.065 0.195 0.195 2.277734377365327134e+02 2.151666176170206484e+02
0.065 0.195 0.205 2.274935791388225823e+02 2.106284872457820825e+02
0.065 0.195 0.215 2.202855887758158531e+02 2.075666743305901889e+02
0.065 0.195 0.225 2.186788591346086150e+02 2.059029696484293765e+02
0.065 0.195 0.235 2.178641658048915133e+02 2.055925350685764670e+02
0.065 0.195 0.245 2.185666359884245651e+02 2.066165090943161999e+02
0.065 0.195 0.255 2.171880476208511084e+02 2.089765820589921645e+02
0.065 0.205 0.205 2.160404801777610828e+02 2.050123506936541560e+02
0.065 0.205 0.215 2.162131252656732840e+02 2.008756286279137839e+02
0.065 0.205 0.225 2.111913530329833577e+02 1.981163601825055594e+02
0.065 0.205 0.235 2.107120921737448498e+02 1.966695663736998085e+02
0.065 0.205 0.245 2.096091728568518988e+02 1.964987905896951759e+02
0.065 0.205 0.255 2.092122106209974675e+02 1.975899255191475561e+02
0.065 0.205 0.265 2.076250685520342358e+02 1.999466344208593966e+02
0.065 0.215 0.215 2.094249940884224941e+02 1.956925242500714717e+02
0.065 0.215 0.225 2.025306809579548712e+02 1.918902350769973282e+02
0.065 0.215 0.235 2.004913043409259501e+02 1.893829062668465610e+02
0.065 0.215 0.245 1.977825432740280291e+02 1.881162628396072023e+02
0.065 0.215 0.255 1.978201690376894533e+02 1.880605709431111165e+02
0.065 0.215 0.265 1.992914472844045974e+02 1.892054415935420479e+02
0.065 0.215 0.275 2.023025860281969983e+02 1.915559349402440148e+02
0.065 0.225 0.225 1.972999894326606523e+02 1.870704070218089043e+02
0.065 0.225 0.235 1.916625543482278999e+02 1.835489735650693319e+02
0.065 0.225 0.245 1.923931695514240801e+02 1.812532112982831904e+02
0.065 0.225 0.255 1.872871470442671580e+02 1.801375431184336549e+02
0.065 0.225 0.265 1.871284439349576587e+02 1.801776328078796325e+02
0.065 0.225 0.275 1.897825316714776136e+02 1.813659762756988414e+02
0.065 0.225 0.285 1.876335251115218909e+02 1.837085614718818363e+02
0.065 0.235 0.235 1.881105312406828034e+02 1.790362612607746939e+02
0.065 0.235 0.245 1.857568095885060870e+02 1.757526173437046850e+02
0.065 0.235 0.255 1.821956811039677291e+02 1.736360781825274842e+02
0.065 0.235 0.265 1.820738493380857506e+02 1.726481541121852104e+02
0.065 0.235 0.275 1.814445694662250617e+02 1.727688354008583929e+02
0.065 0.235 0.285 1.793512998192858561e+02 1.739928232563050301e+02
0.065 0.235 0.295 1.809399139036042925e+02 1.763266451276703037e+02
0.065 0.245 0.245 1.781625336308383112e+02 1.715016094794845003e+02
0.065 0.245 0.255 1.785462774609906376e+02 1.684210108456954060e+02
0.065 0.245 0.265 1.761334251464787428e+02 1.664577073671006531e+02
0.065 0.245 0.275 1.743219419364387761e+02 1.655789899825981308e+02
0.065 0.245 0.285 1.732751057454937040e+02 1.657682992373322008e+02
0.065 0.245 0.295 1.736047126315276046e+02 1.670219798344839433e+02
0.065 0.255 0.255 1.730606227924112943e+02 1.643948713568518656e+02
0.065 0.255 0.265 1.714399810845962122e+02 1.614892187434426774e+02
0.065 0.255 0.275 1.685790513511605582e+02 1.596582343321834117e+02
0.065 0.255 0.285 1.671330786226625378e+02 1.588739176652736091e+02
0.065 0.255 0.295 1.664392159463562280e+02 1.591224341310912962e+02
0.065 0.265 0.265 1.690805178580884274e+02 1.576580101587234708e+02
0.065 0.265 0.275 1.650401302774836552e+02 1.549045523177944119e+02
0.065 0.265 0.285 1.617248790184944198e+02 1.531890447218549411e+02
0.065 0.265 0.295 1.593109726947092213e+02 1.524873065312354754e+02
0.065 0.275 0.275 1.639864463507072685e+02 1.512439310641679810e+02
0.065 0.275 0.285 1.561405555822427687e+02 1.486242526413131202e+02
0.065 0.275 0.295 1.559910225318672019e+02 1.470106744794667861e+02
0.065 0.285 0.285 1.545655301759220208e+02 1.451144452735417758e+02
0.065 0.285 0.295 1.511782153607046268e+02 1.426136703821775598e+02
0.065 0.295 0.295 1.488245130338663387e+02 1.392386639756794580e+02
0.075 0.075 0.075 6.243727302992900832e+02 5.236897445486650895e+02
0.075 0.075 0.085 5.334834481286064829e+02 4.896913328343476337e+02
0.075 0.075 0.095 4.921507681525647513e+02 4.635679554381090384e+02
0.075 0.075 0.105 4.527034075985616823e+02 4.440420617488278481e+02
0.075 0.075 0.115 4.685485834190766923e+02 4.302258302312809519e+02
0.075 0.075 0.125 4.772552253802321616e+02 4.215346249346076206e+02
0.075 0.075 0.135 4.823665162689305248e+02 4.176172469282974475e+02
0.075 0.075 0.145 5.003116422685718589e+02 4.183032037697651617e+02
0.075 0.085 0.085 4.743497520649567036e+02 4.564514839203758925e+02
0.075 0.085 0.095 4.416514846889255637e+02 4.305045466184388943e+02
0.075 0.085 0.105 4.378731541383357921e+02 4.105462724253945908e+02
0.075 0.085 0.115 4.240081951777070230e+02 3.956519332080382583e+02
0.075 0.085 0.125 4.231889916803532969e+02 3.851863516260502251e+02
0.075 0.085 0.135 4.358687554476561559e+02 3.787339438986926439e+02
0.075 0.085 0.145 4.312199009051142866e+02 3.760467590167610865e+02
0.075 0.085 0.155 4.269526631086150701e+02 3.770064847207904677e+02
0.075 0.095 0.095 4.161587673832999030e+02 4.045064977033177342e+02
0.075 0.095 0.105 3.889531397545999880e+02 3.841830433509182967e+02
0.075 0.095 0.115 3.877777395575624269e+02 3.685501987593390822e+02
0.075 0.095 0.125 3.813324598139685122e+02 3.569214016139704313e+02
0.075 0.095 0.135 3.715358642091743491e+02 3.488293922741228243e+02
0.075 0.095 0.145 3.800402191443863558e+02 3.439707823599802055e+02
0.075 0.095 0.155 3.781650415337859386e+02 3.421666267154447496e+02
0.075 0.095 0.165 3.740176524777730833e+02 3.433341833735246951e+02
0.075 0.105 0.105 3.553964380977533324e+02 3.634069012287654914e+02
0.075 0.105 0.115 3.575054219920995706e+02 3.471428508696314452e+02
0.075 0.105 0.125 3.486178722756768593e+02 3.346413456139291043e+02
0.075 0.105 0.135 3.373246884497594351e+02 3.253839770176297748e+02
0.075 0.105 0.145 3.417336246689766881e+02 3.190203440029566764e+02
0.075 0.105 0.155 3.341645920137040093e+02 3.153248350640131434e+02
0.075 0.105 0.165 3.352537505048608750e+02 3.141664791135660835e+02
0.075 0.105 0.175 3.367772575795722787e+02 3.154875601591222676e+02
0.075 0.115 0.115 3.420824201832945732e+02 3.302245003836853243e+02
0.075 0.115 0.125 3.382760700383363996e+02 3.169638008841401984e+02
0.075 0.115 0.135 3.218740841631497460e+02 3.067843251380168113e+02
0.075 0.115 0.145 3.153751204127465257e+02 2.992892379304080919e+02
0.075 0.115 0.155 3.163361426412827200e+02 2.942118108677406667e+02
0.075 0.115 0.165 3.121685149663127845e+02 2.913819331250638811e+02
0.075 0.115 0.175 3.089797667995620145e+02 2.907028924061434623e+02
0.075 0.115 0.185 3.182813827730855678e+02 2.921349442828766882e+02
0.075 0.125 0.125 3.275240678385264346e+02 3.029510858538665161e+02
0.075 0.125 0.135 3.189811031926927285e+02 2.919567232522279596e+02
0.075 0.125 0.145 3.034278967170326951e+02 2.835329678629113346e+02
0.075 0.125 0.155 2.972351687182449496e+02 2.773723498703346309e+02
0.075 0.125 0.165 2.912085040263514770e+02 2.732692977615145082e+02
0.075 0.125 0.175 2.963657168232452932e+02 2.710941632149726956e+02
0.075 0.125 0.185 2.950750286657993797e+02 2.707751899839099679e+02
0.075 0.125 0.195 2.991264495701332748e+02 2.722857255059548720e+02
0.075 0.135 0.135 3.012032665391212731e+02 2.801684977573095239e+02
0.075 0.135 0.145 2.893578624583773262e+02 2.709128621112687938e+02
0.075 0.135 0.155 2.851661897945392639e+02 2.638384820098446539e+02
0.075 0.135 0.165 2.790482127932509115e+02 2.587045006344600324e+02
0.075 0.135 0.175 2.792336085229295577e+02 2.553507956338989970e+02
0.075 0.135 0.185 2.771883895423011381e+02 2.536777274476067987e+02
0.075 0.135 0.195 2.781714094901719250e+02 2.536320057365274749e+02
0.075 0.135 0.205 2.850974518472818886e+02 2.551966136339908076e+02
0.075 0.145 0.145 2.757092900992244040e+02 2.608520105570686951e+02
0.075 0.145 0.155 2.661331299743403633e+02 2.529494817407835967e+02
0.075 0.145 0.165 2.652679938387647667e+02 2.469268428844902132e+02
0.075 0.145 0.175 2.609888204507741420e+02 2.425935257069745319e+02
0.075 0.145 0.185 2.604166613000328994e+02 2.398236694419783532e+02
0.075 0.145 0.195 2.601910545545837863e+02 2.385402116552139944e+02
0.075 0.145 0.205 2.594417480504801006e+02 2.387036995153090402e+02
0.075 0.145 0.215 2.644258066810523928e+02 2.403042580580970764e+02
0.075 0.155 0.155 2.550618891882689923e+02 2.442469525993787727e+02
0.075 0.155 0.165 2.526685366220349636e+02 2.374107066738835670e+02
0.075 0.155 0.175 2.445040412150911209e+02 2.322179862944219053e+02
0.075 0.155 0.185 2.434263980417696871e+02 2.285166408154679800e+02
0.075 0.155 0.195 2.397569359725679590e+02 2.262069654034902726e+02
0.075 0.155 0.205 2.428865260040294345e+02 2.252290928224161348e+02
0.075 0.155 0.215 2.372729282429755528e+02 2.255540460697416734e+02
0.075 0.155 0.225 2.425062131817759621e+02 2.271772640062147275e+02
0.075 0.165 0.165 2.436464482021538913e+02 2.297884045854956412e+02
0.075 0.165 0.175 2.343953154193886519e+02 2.238018585577468116e+02
0.075 0.165 0.185 2.294331638186756095e+02 2.192712633123458090e+02
0.075 0.165 0.195 2.302727335529438335e+02 2.160741442515905533e+02
0.075 0.165 0.205 2.277681187842646580e+02 2.141309905369024307e+02
0.075 0.165 0.215 2.234388491837001993e+02 2.133951691607777548e+02
0.075 0.165 0.225 2.269186428737451706e+02 2.138456977795105161e+02
0.075 0.165 0.235 2.298435491574092282e+02 2.154819696785322662e+02
0.075 0.175 0.175 2.285349247223213354e+02 2.170474493718467670e+02
0.075 0.175 0.185 2.238962831787698349e+02 2.117448991006396284e+02
0.075 0.175 0.195 2.197148634430996879e+02 2.077478715323815379e+02
0.075 0.175 0.205 2.164910172752426263e+02 2.049570525124293567e+02
0.075 0.175 0.215 2.132654673591972596e+02 2.033086790800122685e+02
0.075 0.175 0.225 2.138980089001325098e+02 2.027663943861383586e+02
0.075 0.175 0.235 2.158862855414401452e+02 2.033153524403074073e+02
0.075 0.175 0.245 2.132796041391338804e+02 2.049578762605170823e+02
0.075 0.185 0.185 2.197336983605418084e+02 2.056943571156981534e+02
0.075 0.185 0.195 2.120094911026274076e+02 2.009475644621958850e+02
0.075 0.185 0.205 2.094334943848195678e+02 1.973845148810771093e+02
0.075 0.185 0.215 2.069918601583306099e+02 1.949241408196356247e+02
0.075 0.185 0.225 2.055956853701926548e+02 1.935150683703049879e+02
0.075 0.185 0.235 2.043129254751248425e+02 1.931289775543952487e+02
0.075 0.185 0.245 2.015109832440349180e+02 1.937557476460803798e+02
0.075 0.185 0.255 2.063615630842465976e+02 1.953998486362441440e+02
0.075 0.195 0.195 2.065805593230494992e+02 1.954728679817080490e+02
0.075 0.195 0.205 2.056000012177930785e+02 1.911815941285396150e+02
0.075 0.195 0.215 2.010860226570372049e+02 1.879746369945412425e+02
0.075 0.195 0.225 1.968599075949009034e+02 1.857854272045223922e+02
0.075 0.195 0.235 1.976437690580231390e+02 1.845724111087334620e+02
0.075 0.195 0.245 1.965443239737335261e+02 1.843135884725875826e+02
